Origem - Cidade,Destino - Cidade,Latitude_Origem,Longitude_Origem,Latitude_Destino,Longitude_Destino,Distância (GCD)
Campeche,Cidade do México,19.0,-90.5,19.320772,-99.151468,909.312973
Cidade do México,"Santiago, Chile",19.320772,-99.151468,-33.437776,-70.65045,6599.817382
"Brasília, Distrito Federal",DENVER,-15.793987,-47.8828,39.739236,-104.984862,8542.808803
Istambul,Moscou,41.006381,28.975872,55.625578,37.606392,1743.206736
Lagoa Santa,Campinas,-19.185567,-51.399751,-22.905822,-47.06635,610.941633
Campinas,Lagoa Santa,-22.905822,-47.06635,-19.185567,-51.399751,610.941633
Nashville,"Brasília, Distrito Federal",36.162277,-86.774298,-15.793987,-47.8828,7076.093334
"Brasília, Distrito Federal",Nashville,-15.793987,-47.8828,36.162277,-86.774298,7076.093334
Porto Seguro,"Belém, Pará",-16.44394,-39.06458,-1.45056,-48.468245,1959.545749
"Belém, Pará",Porto Seguro,-1.45056,-48.468245,-16.44394,-39.06458,1959.545749
Uberlândia,"Cascavel, Paraná",-18.914602,-48.275332,-24.9555,-53.456054,858.097639
Penedo,"Recife, Pernambuco",-10.28786,-36.582208,-8.058493,-34.884819,310.104145
Abuja,Bucareste,9.06433,7.489297,44.436141,26.10272,4322.564014
Brownsville - Texas,"Brasília, Distrito Federal",25.902429,-97.49817,-15.793987,-47.8828,7091.273455
Montreal,"Barcelona, Espanha",45.503182,-73.569806,41.38258,2.177073,5899.697487
Bragança,Paracambi,-1.053003,-46.771041,-22.608294,-43.711212,2419.555077
Paracambi,Bragança,-22.608294,-43.711212,-1.053003,-46.771041,2419.555077
Passo Fundo,Confins,-28.258037,-52.409566,-19.628655,-43.993519,1284.455852
Confins,Passo Fundo,-19.628655,-43.993519,-28.258037,-52.409566,1284.455852
"Curitiba, Paraná",Assunção,-25.494438,-49.284271,-7.07501,-36.731368,2443.348916
Posadas - Misiones,Buenos Aires,-27.366482,-55.894295,-7.721758,-35.32728,3075.845508
Assunção,Posadas - Misiones,-7.07501,-36.731368,-27.366482,-55.894295,3028.830986
Moscou,Doha,55.625578,37.606392,25.285633,51.526416,3558.19858
Buenos Aires,Londrina,-7.721758,-35.32728,-23.304442,-51.169528,2420.786554
Moscou,Minsk,55.625578,37.606392,53.902472,27.561822,671.583443
Minsk,Moscou,53.902472,27.561822,55.625578,37.606392,671.583443
"Rio Branco, Acre",Santarém Novo,-9.976536,-67.822078,-0.92897,-47.395521,2472.456064
Santarém Novo,"Rio Branco, Acre",-0.92897,-47.395521,-9.976536,-67.822078,2472.456064
Johannesburg,Nova Delhi,-26.205,28.049722,28.613895,77.209006,8042.244074
"Brasília, Distrito Federal",São José do Rio Pardo,-15.793987,-47.8828,-21.595761,-46.887698,653.576953
São José do Rio Pardo,"Brasília, Distrito Federal",-21.595761,-46.887698,-15.793987,-47.8828,653.576953
Wellington,Apia,-41.288795,174.777211,-13.834524,-171.763096,3319.059705
Apia,Wellington,-13.834524,-171.763096,-41.288795,174.777211,3319.059705
Chapecó,Uberlândia,-27.100919,-52.615641,-18.914602,-48.275332,1012.625765
Ponta Porã,"Cuiabá, Mato Grosso",-22.530069,-55.720778,-15.598669,-56.09913,771.759915
Ahmedabad,"São Paulo, São Paulo",23.021537,72.580057,-23.550651,-46.633382,13856.391014
"Rio de Janeiro, Rio de Janeiro",Lusaca,-22.911014,-43.209373,-15.41634,28.281841,7487.092227
Lusaca,Dubai,-15.41634,28.281841,25.204849,55.270783,5380.874
Santa Maria,"Aracaju, Sergipe",-5.838433,-35.691702,-10.916206,-37.077466,584.826629
Barreiras,"Maceió, Alagoas",-12.144302,-44.997202,-9.647684,-35.733926,1048.741683
"Maceió, Alagoas",Barreiras,-9.647684,-35.733926,-12.144302,-44.997202,1048.741683
"Vitória, Espírito Santo",Três Lagoas,-20.320092,-40.337668,-20.785311,-51.701155,1184.022055
Três Lagoas,"Vitória, Espírito Santo",-20.785311,-51.701155,-20.320092,-40.337668,1184.022055
"Santiago, Chile","Curitiba, Paraná",-33.437776,-70.65045,-25.494438,-49.284271,2243.486904
"Manaus, Amazonas",Trondheim,-3.200177,-59.498929,63.430448,10.395212,9346.40106
Trondheim,"Manaus, Amazonas",63.430448,10.395212,-3.200177,-59.498929,9346.40106
Pirassununga,"Rio de Janeiro, Rio de Janeiro",-21.996455,-47.426146,-22.911014,-43.209373,445.088976
Vigo,"Barcelona, Espanha",42.23766,-8.72472,41.38258,2.177073,907.898308
Cidade do Cabo,Helsinki,-33.92883,18.41722,60.16989,24.938472,10480.359079
Praia,"Rio de Janeiro, Rio de Janeiro",14.916281,-23.50951,-22.911014,-43.209373,4721.153228
Gaúcha do Norte,"Brasília, Distrito Federal",-13.235896,-53.088965,-15.793987,-47.8828,628.415874
Pimenta Bueno,Guajará-Mirim,-11.672372,-61.198417,-10.789331,-65.330036,461.182705
"Porto Velho, Rondônia",Gaúcha do Norte,-8.749452,-63.873544,-13.235896,-53.088965,1278.163749
"Porto Velho, Rondônia",Pimenta Bueno,-8.749452,-63.873544,-11.672372,-61.198417,437.395987
"Campo Grande, Mato Grosso do Sul",Ponta Porã,-20.464017,-54.616295,-22.530069,-55.720778,256.580131
Lisboa,Port Elizabeth,38.722252,-9.139337,-33.961836,25.618651,8840.374781
Port Elizabeth,"Fortaleza, Ceará",-33.961836,25.618651,-3.730451,-38.521799,7404.241364
"Belo Horizonte, Minas Gerais",Guanambi,-19.922732,-43.945095,-14.223517,-42.780295,645.692617
Itaituba,"Belo Horizonte, Minas Gerais",-4.267087,-55.993061,-19.922732,-43.945095,2175.764788
Jedá,"Brasília, Distrito Federal",2.57276,45.35003,-15.793987,-47.8828,10431.064477
"Brasília, Distrito Federal",Jedá,-15.793987,-47.8828,2.57276,45.35003,10431.064477
"Porto Alegre, Rio Grande do Sul",Bangalore,-30.0325,-51.230377,12.976794,77.590082,14442.529805
Guarulhos,Parnaíba,-23.454237,-46.533745,-2.906237,-41.775723,2341.472211
Uagadugu,"São Paulo, São Paulo",12.368187,-1.527094,-23.550651,-46.633382,6324.669051
"São Paulo, São Paulo",Uagadugu,-23.550651,-46.633382,12.368187,-1.527094,6324.669051
Alta Floresta,"Rio de Janeiro, Rio de Janeiro",-9.867159,-56.08713,-22.911014,-43.209373,1994.987119
"Rio de Janeiro, Rio de Janeiro",Alta Floresta,-22.911014,-43.209373,-9.867159,-56.08713,1994.987119
Jaipur,Dubai,26.915458,75.818982,25.204849,55.270783,2059.090173
Port Elizabeth,Johannesburg,-33.961836,25.618651,-26.205,28.049722,893.580316
Johannesburg,Port Elizabeth,-26.205,28.049722,-33.961836,25.618651,893.580316
"Goiânia, Goiás",Goianá,-16.680882,-49.253269,-21.536526,-43.196034,834.373371
Goianá,"Goiânia, Goiás",-21.536526,-43.196034,-16.680882,-49.253269,834.373371
Viena,"Fortaleza, Ceará",48.208354,16.372504,-3.730451,-38.521799,7838.407595
"Fortaleza, Ceará",Viena,-3.730451,-38.521799,48.208354,16.372504,7838.407595
São José dos Pinhais,Dubai,-25.531821,-49.20352,25.204849,55.270783,12543.464327
Dubai,São José dos Pinhais,25.204849,55.270783,-25.531821,-49.20352,12543.464327
Pedreiras,"Belém, Pará",-4.565215,-44.600991,-1.45056,-48.468245,551.641531
Pristina,Viena,42.663877,21.164085,48.208354,16.372504,720.682288
Viena,Pristina,48.208354,16.372504,42.663877,21.164085,720.682288
Cajazeiras,"Rio de Janeiro, Rio de Janeiro",-6.88046,-38.558036,-22.911014,-43.209373,1850.72941
"Recife, Pernambuco",Cajazeiras,-8.058493,-34.884819,-6.88046,-38.558036,425.626843
Cajazeiras,"Recife, Pernambuco",-6.88046,-38.558036,-8.058493,-34.884819,425.626843
"Brasília, Distrito Federal",Raleigh - Carolina do Norte,-15.793987,-47.8828,35.780398,-78.639099,6585.26907
Raleigh - Carolina do Norte,Ottawa,35.780398,-78.639099,45.420878,-75.690111,1100.289481
Goianá,"Vitória, Espírito Santo",-21.536526,-43.196034,-20.320092,-40.337668,326.219004
"Vitória, Espírito Santo",Goianá,-20.320092,-40.337668,-21.536526,-43.196034,326.219004
Nairóbi,Bujumbura,-1.289001,36.817281,-3.363812,29.367503,859.20212
Bujumbura,Nairóbi,-3.363812,29.367503,-1.289001,36.817281,859.20212
Caracas,"São Paulo, São Paulo",10.499344,-66.920951,-23.550651,-46.633382,4382.091532
"São Paulo, São Paulo",Caracas,-23.550651,-46.633382,10.499344,-66.920951,4382.091532
Guarulhos,Toulouse,-23.454237,-46.533745,43.604464,1.444243,8917.996981
Toulouse,Guarulhos,43.604464,1.444243,-23.454237,-46.533745,8917.996981
São João Del Rei,"Belo Horizonte, Minas Gerais",-21.133576,-44.258809,-19.922732,-43.945095,138.546031
Johannesburg,Xangai,-26.205,28.049722,31.230416,121.473701,11780.937794
Xangai,Johannesburg,31.230416,121.473701,-26.205,28.049722,11780.937794
"Belém, Pará",Guayaquil,-1.45056,-48.468245,-2.289517,-80.098389,3516.395278
Guayaquil,"Belém, Pará",-2.289517,-80.098389,-1.45056,-48.468245,3516.395278
Marabá,Passo Fundo,-5.38115,-49.133055,-28.258037,-52.409566,2567.184879
Passo Fundo,Marabá,-28.258037,-52.409566,-5.38115,-49.133055,2567.184879
Bucareste,Zagreb,44.436141,26.10272,45.813097,15.97728,808.430911
Foz do Iguaçu,Bauru,-25.54321,-54.583145,-22.325038,-49.087554,663.208606
Bauru,Foz do Iguaçu,-22.325038,-49.087554,-25.54321,-54.583145,663.208606
Santarém,Uberlândia,-6.484033,-38.476707,-18.914602,-48.275332,1742.135712
Uberlândia,Santarém,-18.914602,-48.275332,-6.484033,-38.476707,1742.135712
Barreiras,"Palmas, Tocantins",-12.144302,-44.997202,-10.183785,-48.333642,424.247164
"Belo Horizonte, Minas Gerais",Assunção,-19.922732,-43.945095,-7.07501,-36.731368,1626.719906
Assunção,"Belo Horizonte, Minas Gerais",-7.07501,-36.731368,-19.922732,-43.945095,1626.719906
São José dos Campos,Guaratinguetá,-23.190034,-45.884508,-22.808015,-45.194175,82.445205
"Rio de Janeiro, Rio de Janeiro",DENVER,-22.911014,-43.209373,39.739236,-104.984862,9458.34448
DENVER,"Rio de Janeiro, Rio de Janeiro",39.739236,-104.984862,-22.911014,-43.209373,9458.34448
São Gonçalo do Amarante,"Rio de Janeiro, Rio de Janeiro",-5.785237,-35.330491,-22.911014,-43.209373,2083.327493
Dallas,"Belo Horizonte, Minas Gerais",32.776272,-96.796856,-19.922732,-43.945095,8113.843925
"São Paulo, São Paulo",Monterrey,-23.550651,-46.633382,25.680202,-100.315258,7958.121473
Monterrey,"São Paulo, São Paulo",25.680202,-100.315258,-23.550651,-46.633382,7958.121473
Timmins,"Brasília, Distrito Federal",48.477473,-81.330414,-15.793987,-47.8828,7875.293667
"Brasília, Distrito Federal",Timmins,-15.793987,-47.8828,48.477473,-81.330414,7875.293667
Ipojuca,"Brasília, Distrito Federal",-8.393462,-35.061154,-15.793987,-47.8828,1617.755792
"Brasília, Distrito Federal",Ipojuca,-15.793987,-47.8828,-8.393462,-35.061154,1617.755792
Nashville,Guarulhos,36.162277,-86.774298,-23.454237,-46.533745,7861.554899
Guarulhos,Nashville,-23.454237,-46.533745,36.162277,-86.774298,7861.554899
Manizales,Bogotá,5.074369,-75.508117,4.599283,-74.080983,166.715451
Bogotá,Manizales,4.599283,-74.080983,5.074369,-75.508117,166.715451
Stavanger,"Rio de Janeiro, Rio de Janeiro",58.969968,5.73181,-22.911014,-43.209373,10145.886358
"Rio de Janeiro, Rio de Janeiro",Stavanger,-22.911014,-43.209373,58.969968,5.73181,10145.886358
"Porto Alegre, Rio Grande do Sul",Parauapebas/Carajás,-30.0325,-51.230377,-6.070533,-50.067941,2667.22706
Sucre,Tarija,-19.047725,-65.259431,-21.583333,-63.833333,318.753176
La Paz,Sucre,-30.738833,-59.636322,-19.047725,-65.259431,1417.665119
Tarija,La Paz,-21.583333,-63.833333,-30.738833,-59.636322,1100.552165
"Teresina, Piauí",Parauapebas/Carajás,-5.087461,-42.804957,-6.070533,-50.067941,811.16542
Fukuoka,Nagoya,33.625124,130.618002,35.185104,136.899844,601.72346
Nagoya,Fukuoka,35.185104,136.899844,33.625124,130.618002,601.72346
Chicago,"Rio de Janeiro, Rio de Janeiro",41.875562,-87.624421,-22.911014,-43.209373,8528.749106
"Rio de Janeiro, Rio de Janeiro",Chicago,-22.911014,-43.209373,41.875562,-87.624421,8528.749106
Bruxelas,Helsinki,50.846557,4.351697,60.16989,24.938472,1647.935317
Helsinki,Bruxelas,60.16989,24.938472,50.846557,4.351697,1647.935317
"Curitiba, Paraná",Bruxelas,-25.494438,-49.284271,50.846557,4.351697,9981.186865
Chicago,"Salvador, Bahia",41.875562,-87.624421,-12.98225,-38.481277,7900.778104
Washington,Chicago,38.907192,-77.036871,41.875562,-87.624421,954.678664
"Fortaleza, Ceará",São Gonçalo do Amarante,-3.730451,-38.521799,-5.785237,-35.330491,421.007539
São Gonçalo do Amarante,"Fortaleza, Ceará",-5.785237,-35.330491,-3.730451,-38.521799,421.007539
Uberlândia,Cordoba,-18.914602,-48.275332,37.884581,-4.776014,7780.140573
Cordoba,Uberlândia,37.884581,-4.776014,-18.914602,-48.275332,7780.140573
Nova Delhi,Guarulhos,28.613895,77.209006,-23.454237,-46.533745,14415.196183
Praga,"Recife, Pernambuco",50.087465,14.421254,-8.058493,-34.884819,8021.612861
Porto,Campinas,-3.891715,-42.711528,-22.905822,-47.06635,2165.558328
Campinas,Porto,-22.905822,-47.06635,-3.891715,-42.711528,2165.558328
"Rio de Janeiro, Rio de Janeiro",Ouro Preto,-22.911014,-43.209373,-20.380046,-43.512414,283.167838
Ouro Preto,"Rio de Janeiro, Rio de Janeiro",-20.380046,-43.512414,-22.911014,-43.209373,283.167838
"Recife, Pernambuco",Tatuí,-8.058493,-34.884819,-23.349207,-47.846527,2191.15513
Tatuí,"Recife, Pernambuco",-23.349207,-47.846527,-8.058493,-34.884819,2191.15513
São José dos Pinhais,"Maceió, Alagoas",-25.531821,-49.20352,-9.647684,-35.733926,2267.170921
"Maceió, Alagoas",São José dos Pinhais,-9.647684,-35.733926,-25.531821,-49.20352,2267.170921
"Rio de Janeiro, Rio de Janeiro",Mundo Novo,-22.911014,-43.209373,-11.865986,-40.470663,1261.931413
"Manaus, Amazonas",Santarém Novo,-3.200177,-59.498929,-0.92897,-47.395521,1368.37896
Victoria,Dar es Salaam,-36.59861,144.678005,-6.816084,39.280358,10908.209721
Dar es Salaam,Victoria,-6.816084,39.280358,-36.59861,144.678005,10908.209721
Alta Floresta,"Natal, Rio Grande do Norte",-9.867159,-56.08713,-5.805398,-35.20809,2343.152968
"Natal, Rio Grande do Norte",Alta Floresta,-5.805398,-35.20809,-9.867159,-56.08713,2343.152968
Guarulhos,Bonito,-23.454237,-46.533745,-8.472056,-35.729544,2024.771967
Bonito,Guarulhos,-8.472056,-35.729544,-23.454237,-46.533745,2024.771967
"Vitória, Espírito Santo",Amsterdam,-20.320092,-40.337668,52.37308,4.892453,9188.711703
Amsterdam,"Vitória, Espírito Santo",52.37308,4.892453,-20.320092,-40.337668,9188.711703
"Recife, Pernambuco",Goiás,-8.058493,-34.884819,-15.940847,-50.143352,1875.320011
Goiás,"Recife, Pernambuco",-15.940847,-50.143352,-8.058493,-34.884819,1875.320011
Vitória da Conquista,Foz do Iguaçu,-14.861923,-40.844498,-25.54321,-54.583145,1859.17043
Foz do Iguaçu,Vitória da Conquista,-25.54321,-54.583145,-14.861923,-40.844498,1859.17043
Genebra,Bonn,46.201756,6.146601,50.735262,7.102464,508.992541
Bonn,Genebra,50.735262,7.102464,46.201756,6.146601,508.992541
"Teresina, Piauí",Lima,-5.087461,-42.804957,-23.92396,-56.519794,2557.825679
Lima,"Teresina, Piauí",-23.92396,-56.519794,-5.087461,-42.804957,2557.825679
Bonito,"Fortaleza, Ceará",-8.472056,-35.729544,-3.730451,-38.521799,610.933448
"Fortaleza, Ceará",Bonito,-3.730451,-38.521799,-8.472056,-35.729544,610.933448
Liubliana,"Rio de Janeiro, Rio de Janeiro",46.050027,14.506929,-22.911014,-43.209373,9617.583124
"Rio de Janeiro, Rio de Janeiro",Liubliana,-22.911014,-43.209373,46.050027,14.506929,9617.583124
Guarulhos,Los Angeles,-23.454237,-46.533745,34.053691,-118.242766,9907.75424
"Porto Velho, Rondônia",Guajará-Mirim,-8.749452,-63.873544,-10.789331,-65.330036,277.345061
Guarulhos,Campinas,-23.454237,-46.533745,-22.905822,-47.06635,81.747032
Orlando,Los Angeles,28.542111,-81.37903,34.053691,-118.242766,3536.398693
Chicago,Champaign - Illinois,41.875562,-87.624421,40.116484,-88.243093,202.372788
Champaign - Illinois,Chicago,40.116484,-88.243093,41.875562,-87.624421,202.372788
Antigua,"São Paulo, São Paulo",17.103715,-61.79045,-23.550651,-46.633382,4811.011352
Halifax,"Brasília, Distrito Federal",44.648618,-63.585949,-15.793987,-47.8828,6906.538296
"Brasília, Distrito Federal",Halifax,-15.793987,-47.8828,44.648618,-63.585949,6906.538296
Guarulhos,Minneapolis,-23.454237,-46.533745,44.9773,-93.265469,8961.408679
Minneapolis,Guarulhos,44.9773,-93.265469,-23.454237,-46.533745,8961.408679
Orly,Confins,48.743168,2.402391,-19.628655,-43.993519,8881.464976
Londres,Nova York,51.507446,-0.127765,40.712728,-74.006015,5570.228872
"Natal, Rio Grande do Norte",Ponta Porã,-5.805398,-35.20809,-22.530069,-55.720778,2881.770219
Ponta Porã,"Natal, Rio Grande do Norte",-22.530069,-55.720778,-5.805398,-35.20809,2881.770219
"Barcelona, Espanha",Lima,41.38258,2.177073,-23.92396,-56.519794,9444.517412
Quito,Foz do Iguaçu,-0.220742,-78.501,-25.54321,-54.583145,3810.163293
Foz do Iguaçu,Quito,-25.54321,-54.583145,-0.220742,-78.501,3810.163293
Akita,"Brasília, Distrito Federal",39.68988,140.342608,-15.793987,-47.8828,17240.615423
"Brasília, Distrito Federal",Akita,-15.793987,-47.8828,39.68988,140.342608,17240.615423
Nova Delhi,Nova York,28.613895,77.209006,40.712728,-74.006015,11754.736336
"Rio de Janeiro, Rio de Janeiro",Nova Delhi,-22.911014,-43.209373,28.613895,77.209006,14074.279603
"Aracaju, Sergipe",Marabá,-10.916206,-37.077466,-5.38115,-49.133055,1462.227385
Puerto Maldonado,Lima,-12.593863,-69.186677,-23.92396,-56.519794,1835.172879
Lima,Puerto Maldonado,-23.92396,-56.519794,-12.593863,-69.186677,1835.172879
"São Paulo, São Paulo",Salta,-23.550651,-46.633382,-25.10767,-64.349496,1802.022628
Rosario,"Rio de Janeiro, Rio de Janeiro",-32.959361,-60.661702,-22.911014,-43.209373,2041.795004
"Rio de Janeiro, Rio de Janeiro",Rosario,-22.911014,-43.209373,-32.959361,-60.661702,2041.795004
Petrolina,Santarém,-9.389091,-40.503061,-6.484033,-38.476707,392.602614
Santarém,Petrolina,-6.484033,-38.476707,-9.389091,-40.503061,392.602614
Amsterdam,Roma,52.37308,4.892453,41.896707,12.482202,1297.01893
Roma,Amsterdam,41.896707,12.482202,52.37308,4.892453,1297.01893
Sumaré,"Rio de Janeiro, Rio de Janeiro",-22.820891,-47.273224,-22.911014,-43.209373,416.476711
"Rio de Janeiro, Rio de Janeiro",Sumaré,-22.911014,-43.209373,-22.820891,-47.273224,416.476711
Genebra,"Cuiabá, Mato Grosso",46.201756,6.146601,-15.598669,-56.09913,9264.587725
"Cuiabá, Mato Grosso",Genebra,-15.598669,-56.09913,46.201756,6.146601,9264.587725
Sumaré,"Brasília, Distrito Federal",-22.820891,-47.273224,-15.793987,-47.8828,783.965871
"Brasília, Distrito Federal",Sumaré,-15.793987,-47.8828,-22.820891,-47.273224,783.965871
Niterói,Guarulhos,-22.883696,-43.103739,-23.454237,-46.533745,356.321676
Guarulhos,Niterói,-23.454237,-46.533745,-22.883696,-43.103739,356.321676
San Juan - Metro Manila,Cingapura,14.604436,121.029947,-23.50948,-46.617969,18383.972573
Marabá,Chapecó,-5.38115,-49.133055,-27.100919,-52.615641,2443.15034
Santo Ângelo,Guarulhos,-28.300595,-54.267247,-23.454237,-46.533745,942.461606
Guarulhos,Santo Ângelo,-23.454237,-46.533745,-28.300595,-54.267247,942.461606
Temuco,"Porto Alegre, Rio Grande do Sul",-38.735891,-72.590538,-30.0325,-51.230377,2178.663967
"Porto Alegre, Rio Grande do Sul",Temuco,-30.0325,-51.230377,-38.735891,-72.590538,2178.663967
"Recife, Pernambuco",Bogotá,-8.058493,-34.884819,4.599283,-74.080983,4569.539473
Bogotá,"Recife, Pernambuco",4.599283,-74.080983,-8.058493,-34.884819,4569.539473
Roma,Telavive,41.896707,12.482202,-14.419069,-53.120019,9167.355427
Cruzeiro do Sul,"Goiânia, Goiás",-22.962903,-52.162643,-16.680882,-49.253269,761.862339
Florença,"Rio de Janeiro, Rio de Janeiro",43.769968,11.257671,-22.911014,-43.209373,9258.730315
"Rio de Janeiro, Rio de Janeiro",Florença,-22.911014,-43.209373,43.769968,11.257671,9258.730315
Porto Seguro,Foz do Iguaçu,-16.44394,-39.06458,-25.54321,-54.583145,1899.802115
Xangai,Manilla,31.230416,121.473701,14.590449,120.980362,1850.962242
"Rio de Janeiro, Rio de Janeiro",Tatuí,-22.911014,-43.209373,-23.349207,-47.846527,476.654495
Tatuí,"Rio de Janeiro, Rio de Janeiro",-23.349207,-47.846527,-22.911014,-43.209373,476.654495
Guarulhos,Chicago,-23.454237,-46.533745,41.875562,-87.624421,8403.424754
"Recife, Pernambuco",Bonito,-8.058493,-34.884819,-8.472056,-35.729544,103.706395
Bonito,"Recife, Pernambuco",-8.472056,-35.729544,-8.058493,-34.884819,103.706395
Juiz de Fora,Ilhéus,-21.760001,-43.34013,-14.793504,-39.046346,897.360762
Ilhéus,Juiz de Fora,-14.793504,-39.046346,-21.760001,-43.34013,897.360762
Lisboa,"Vitória, Espírito Santo",38.722252,-9.139337,-20.320092,-40.337668,7325.899083
"Vitória, Espírito Santo",Ponta Delgada - São Miguel - Açores,-20.320092,-40.337668,37.743146,-25.701268,6635.450741
Liubliana,Paris,46.050027,14.506929,48.857548,2.351376,964.524414
"Fortaleza, Ceará",Liubliana,-3.730451,-38.521799,46.050027,14.506929,7595.114233
